entity,time,location,source,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100
E_0001,2024-02-18,NYC,forum,-2.252955751900625,-0.6587039809769251,-0.4817543839156357,-1.0649502426057713,1.2123678455810323,1.00553600664291,-0.03604246103236596,-1.0895110458724793,-1.2471424207091217,-0.4547954699817984,-0.30939548950358536,1.0914225286795884,-0.7239312093234188,0.30303914423332673,-0.7004474995608241,1.2381518830249068,0.3565342890054185,-1.7559779105953854,-1.483002837309459,-0.29954208333929877,0.15061048474029326,-0.13179989013558652,0.19541827741139753,1.127827461293822,-0.6785427691990988,3.5034257365357506,-0.05249121752802081,0.017673124559301156,0.1784571213542542,0.3939338541162029,1.005252693038176,-1.8842351960485917,-2.147916556763475,-0.704722900280672,0.703838590580159,-0.6597201491144233,1.302411894983318,0.3145762596135823,1.0285941128907885,0.6585587122578742,-0.6952991134039564,-0.6789972032050263,-0.1433367477245396,0.25399849945037145,-2.084829884508615,0.6725578510484431,-1.289886411706832,-0.5684542327766615,2.0333554491137953,0.6244581604015349,-0.6737515834962633,0.4506012830633086,-0.45151269116013704,0.6496961315310559,0.7119953558035271,1.0564853810639816,1.0229901366326075,-0.058863649711631896,-1.1159078732042804,0.9404432519734809,0.4059390050617394,-0.5918252334155137,-0.27530303455233146,1.6390505492238054,0.41295756998113575,1.4796143353761972,-0.40932297888174346,0.2172853172543119,-1.0427900454676862,-0.1314686893412452,-1.0457775876353987,-0.5998812790479056,-0.4891124758289572,0.8939198944519483,0.49141269454150416,-0.14365925208440355,-1.7242521052334927,0.1943252746030118,-0.8479136094912976,1.0875157927381724,0.5551139311846545,-1.1476281477836732,0.35132171000412127,0.3363832172691107,0.7832897471537945,-0.4444586053477441,0.7862836627934681,0.19116666226616746,-1.200215129734261,1.1670129618709881,-0.36250960077281763,-0.03153448315658381,2.046532568162623,0.4647071603607795,-0.21690508815977846,0.09613698553287514,2.00919650049437,1.3064041143442284,0.6166405930477881,-1.404935232771719
E_0002,2024-11-16,CHI,social,1.5415188142885548,0.7307291597886525,0.9561692070110175,0.2278146756474907,-0.6132542227254151,-0.8804002940425879,-0.3821060842708009,-0.7323805156420958,-1.2876619948418284,-1.273464144275555,0.6126155166008277,0.11943272101434389,0.9224366342967284,-0.5272825227812087,0.3920279662003528,-0.30650461146035896,0.024210381605256744,1.2250709537306708,1.092490735141243,0.8635828546766962,0.35502798900870003,-0.2836285571932832,1.7822881559409591,-0.5397435033975323,-0.49363583512270254,0.2590285110578731,-0.06651995073218914,-0.10984291030234251,-0.13360086494319365,-0.8473555983564257,2.4571403828669354,-0.9487877552829791,1.7394245953327703,0.019414180919033387,-0.2027752714456397,-0.7523938662212494,-0.5852085120559315,1.7064734178231902,0.8152711396709836,-0.2904229987831292,-1.77193441477182,-0.11479055215178136,-0.281315833426118,-0.9945133480928176,-0.5753361725703768,0.9923089458548552,0.38136642108907876,-0.5101603321842414,1.171716104317159,-1.5126721581690656,1.4424829913126158,0.7836848039914812,-1.6865218239813557,0.26230431362618145,0.6195529056776314,-0.6590039439489311,-0.03516196326240547,-1.0834524128660394,-0.3950837338220212,0.02341842130258462,0.40446025761190163,-0.12700609916510644,-0.8888493915824667,-0.040893283419133626,0.8910492172539806,-0.6008358318171813,-0.02884814793022641,-0.5118254525709554,-0.8644168074340762,0.04038943046459841,-0.10676440373034622,-0.6617799874149869,-0.5909886707922798,-0.5155757053112792,0.5256770421425689,-0.2394699356490412,0.21053523560202378,0.47325829532945424,0.14315078214844626,-1.193073627380448,0.10016127354974104,0.27298235761507433,-0.8586028802981992,-0.06041182386500597,1.5550175230471157,-0.14232603332059302,-0.0961180737680473,0.9555404698420685,2.5788640728313057,-0.5131391992171833,0.1060616343587152,-0.41329740357804434,1.0619411629219666,0.4108521768478812,1.1941010194324364,0.30142180433735827,0.0884932373388779,-2.0401813100467456,-2.1603628866513613,1.2222868190590848
E_0003,2024-06-01,SF,forum,0.822761185648513,0.4029499755345375,0.9294584791087414,0.9356591936147809,0.6334687433595287,-0.7896369047362851,0.7428755161545454,0.39599627648602825,1.1711859205539061,0.6691683383791718,0.2446455854483985,0.4430681858293533,-0.25453641675767213,1.09569096938212,0.5462930031953213,0.250253642942382,-0.3342513975656363,0.5923175332955215,0.9826832901663345,0.7391055113297579,0.344855154369497,-1.2005434123011662,-1.8390964628795374,-0.1175134068455375,0.10245209139063462,-0.2607208386918139,-1.089848875608009,-0.8407495816807913,-1.017852817101537,1.4377978298098253,0.9177158448929548,-0.07199548818151892,-1.9540174066992877,-0.6749124299209053,2.1949549162248334,0.5392806844064502,-0.5759960611030911,1.1006180933535725,-1.237390179358623,-0.4074351644440036,0.41539295761746253,1.1505019759331085,0.5218295450513624,1.1978461262035567,-2.0315388673560224,-0.8962949124266348,1.6039182213831895,0.9351218582729608,-2.809725320917488,1.7421343012869235,0.3178782803635424,-0.9482324590915766,0.9650617121210397,0.9335424242164571,-1.4251364863976814,0.5801598133917573,-1.0938753012653384,1.5801092431414672,-1.1962834437205407,-0.5765681437671175,-0.5964051258717545,0.2870417652257144,0.4013329322381039,1.991774901482438,0.5815084642235291,-0.004541141475513213,0.2582437535763919,0.3195707312794022,0.4328460484081852,-0.4544286068994735,-0.02142834309501071,0.882206771279299,0.3324560248829493,1.3381446344095949,-2.2688122307248637,0.016185263983024743,-0.21821570017196734,-0.6810912706719453,-1.1799859074874643,1.2841014066359049,-1.0518443078495945,-0.6224391434081924,0.5826396172320585,0.8283972223508412,1.7746487074212989,0.6930691397456893,1.685585953912777,-0.3498209031196985,-0.25661622680148,-0.1811980152518472,1.4998237050651482,-0.9309961402166979,0.029597855943365062,0.25368601003166097,-1.9080248873434393,-0.35176590103224037,0.35239047986500516,-2.40835099132277,-0.8622818119003385,0.1706582660170568
E_0004,2024-03-14,NYC,social,0.5625538955736562,0.7956731843584863,1.5860641468884078,-1.7140251078556865,0.04172931623207471,-2.057754887687161,0.030099246431861387,-1.3662130643649877,-2.1222485121997168,-1.7227605408791384,2.0528993288648976,-1.5309076556357843,0.027353176325833416,-1.5024378481717873,1.582622785498612,-1.4724901872786467,-1.1458310665278797,-0.8426491777545011,-0.5281035299682405,-0.6121514962297949,1.8604063451811477,0.31621290311108496,0.519463415806663,0.916855840668251,0.7650550752870025,0.6220711168001709,0.38252088031985243,-1.40437580648943,0.16930955807697623,-0.08886241303949471,-1.7014881192954538,-1.1908371629677132,-1.00457627379047,-1.9796175647239527,0.2700475243267278,0.196756849279048,0.6935891441051093,1.3736998920827987,0.757637752678857,1.1174832420140794,0.15040896183439284,-0.7145067555592427,0.028436779755583435,2.227632323227924,-1.21056579261012,1.8426523778221904,0.9389248072904792,1.2276238032591495,0.5106265452882603,0.8843927260831077,-0.35255223854629725,-1.4219778321454397,1.2762353923220324,-0.25816388887464853,-0.04366276470558345,0.3096067850851578,-0.6546677943151631,-1.2114435996611208,0.8123807916412,1.1922506154672639,-0.028572131395461584,0.42787199968954004,0.17058078684022468,0.4842735705085492,0.4493245083841851,0.5721363171244295,0.668043376862826,0.3099944247769396,-0.18328946133199564,-0.5626457800867097,-0.2854163100651425,1.399447194636163,0.3737486403329137,-0.31482454839894036,-0.1388151587686483,1.0953905875055188,-0.10744967114246659,2.260542011897127,0.1412820958488037,-0.411864207293527,-0.16344832386100275,0.8997635789883518,-0.19152865026245977,-1.3853732765027846,0.0488777332015993,1.3006583670455285,-0.2488601397488116,0.374241150115955,1.1493432849829048,0.9979269700548729,0.4132026814464113,0.46445630540264365,0.9326991890123447,0.7792882246494517,0.9474246336708528,-1.95280729969486,-0.3161843308149884,-0.9107001864171029,-0.15737213935957295,-1.1679690215753518
E_0005,2024-08-15,ATL,qual,-0.414925804793423,0.39675904325809047,1.985925320754097,0.45226047740103503,-0.020970571930493443,0.11293726560146185,-0.5953448156135238,-2.332454369857184,-0.03313749074446156,-0.9494314643424066,-0.6361928235192992,0.6925289764485849,-0.18672012746324954,-0.5492724206929885,-1.1298168249330178,1.0886453526663453,-0.4757083741876293,0.002649233442028654,1.164116585937818,1.9385815422717405,-0.9316337557888964,-0.5069200662097937,-0.17794675408336214,1.6005492091334075,0.04409216880918828,-2.523784881100222,-1.9660879066610428,-0.3462136512299908,-1.2563999373445707,-2.59574765030883,-0.9849181985230303,0.6960369150821523,-0.6923597399709155,-1.891259441055963,0.4962271607390688,0.8366555070346051,2.381504252158061,0.13886248497611223,0.9726868964269878,-1.672943803401912,1.1508618643111066,0.9102385122817593,0.28352987768489835,-1.1155842797245148,-0.40628644072815245,-1.9914282972598658,-0.5717302378396831,0.29840697978559405,0.33473722632619146,1.392993039657138,0.308596458229116,0.40328138001552394,0.2182512407453103,0.1395021362263411,0.647406007505226,-0.6839409802056151,0.7894428578132751,0.6829007142891895,-0.5327739891090865,1.6228699507769857,1.8868797393975476,-0.8281503403561145,0.6207609262249038,-2.072979261538989,-0.9084377797944103,-0.43453295902211864,-0.089308004142464,1.7612194752065105,0.058685277461603444,0.37770946535227057,0.9516099429910806,0.9884467240691067,1.3062054141559933,0.22368690813745862,-0.414108921271226,-1.352595257174912,-2.547755677897768,0.5894963576261377,-0.8532760739063738,0.6061600939700504,0.41975367671166736,0.3856285969272525,-0.07850873497855741,0.33477549062502565,1.5810091179563046,0.17606746149951294,0.4052935378000812,0.35431885313914546,1.211021183056654,-0.9164520992993183,-0.009078134276925096,-0.7964528822575605,-2.373986283276646,-0.15456190620810784,1.0559954758725736,-0.5181591407491716,0.8521926298882269,0.6370481541059081,0.21698723919143056,-0.06259411450247844
E_0006,2024-05-25,SEA,qual,-1.3130370467633286,-0.40632204279005313,0.3611292695727417,1.2594977622637857,-0.46218798102454306,0.11566221298667176,0.07309661541079104,0.8857620754954922,0.017637252893985274,-0.33807178248318137,0.9381278995393447,-0.5486913169162095,0.18565155877474818,-0.2529361240333031,0.3279101271261687,1.0689302908579648,0.5463228983559137,0.4152145825471603,-0.22944393075007696,0.4594103290748215,-0.07261982274604596,-2.200103751774166,1.45397600909515,-0.6609449551967466,-0.6509909440199682,0.7558308232651689,-0.11328874750877106,-0.2587620150279909,-0.8905393716327674,-1.172443240425266,-0.847933415970349,0.6645717446113106,1.2846730809367422,-0.18540166448939374,-1.3465705979506903,-0.2553476659278582,-1.393958741543869,0.6611360717279278,-0.7852887925357082,2.3707883972992327,-2.6915078405175348,2.1104028870287657,-1.0879611014904715,1.2522830474221767,-1.326336191904344,0.5003899061199858,0.21081779052699054,-0.5876024012872927,0.8101005513947026,0.08015607235724585,0.5173584030700171,-1.7008096874327383,-0.6990075269307915,-0.024276604420834246,1.2161427141129784,0.9424265446439205,-1.6719433944718223,-0.6943645987785045,-1.900958352975146,0.9415940494884424,-0.5743581190113798,-0.18434594798999693,0.5993659546173472,-0.6280473601759875,-0.750375048673472,0.11513872517422645,-1.157452523283749,1.9296938217946922,-1.7239111131515588,3.006858922101907,0.9924350620656821,-0.7947989140507871,0.22002153011912604,-0.9071573267117412,1.9259731276471586,1.9676221977609611,0.736553128905831,-0.4730406567208675,-0.015519531997196745,-1.2195623486348783,-0.960295255514611,-0.4738386917936344,0.7047139472817657,-0.2515428902722376,0.09820576631392254,0.9773128550729733,-0.5652467956377012,1.4172221871902342,0.3311155848571799,-0.05363481048282241,-0.6417037652457616,-0.6133726082111158,-0.6581716883785521,-0.3462564200643631,-0.05273423179519067,-0.10065856814522951,-0.7589047063992753,-1.448711791302892,-1.6264789486150875,-0.15592293385800224
E_0007,2024-05-01,SEA,forum,-0.026949595477390478,-1.2913412536338964,-1.212115995925979,0.2226308451203601,-0.46030902928829764,-0.29188238765100644,1.0404412181285956,0.43008383024247865,-0.21529643303747042,0.4316425133909491,0.46923058968736353,0.20442241019787583,-1.9594149191401355,1.1323952375388462,-1.8742732628719563,0.4779186240968497,0.026809988342541467,1.9186109851812312,-0.42374735584087203,0.4643239483861803,0.7530695517986623,1.3433795677155955,-3.148206076910413,-0.14100330340880046,1.1551479024546638,-0.1906197574055295,-0.0391383552702741,1.1088985493461607,-0.47410295431581567,1.9511405886744697,-1.676882380015861,1.2621820588271242,-1.9704783928935061,-1.7895641601762384,0.0511434257528982,0.9709887404011249,-0.17033018650191628,-1.8261033986667212,-0.008672969821061178,-1.5449861388696495,-0.04170431574780815,0.4525628728590918,1.9571484869854865,-1.4533163643196054,0.35598242592952095,-0.6046270764337014,1.094306732514883,0.22208723958675108,-1.9608173285907124,1.1005872090067865,2.2691961534178406,0.7802383692195333,0.6382348873497364,0.6881233818151619,-0.9996183609785467,0.39988205174589414,0.9735524509945882,0.2140695668876179,-1.011583413948219,-0.11801324139320321,-0.5589781321026613,-0.440152954765892,0.025753580390218408,1.4241170991226995,-0.41446571831131185,1.0671901991519712,-0.04450482680523135,-1.2137948996424632,0.6012767493427037,-0.1715434736497961,0.1762138751947393,1.2128322208829847,-0.3612589170563052,0.9688457547899808,-1.3135367161976366,0.11114331067742927,-1.505505433507902,-1.6372071531853019,0.8211042929780116,-0.24962662823477474,-2.2073757698928174,-1.2448913644405477,1.406458746435869,0.4342646931887461,0.6384733971710174,0.7628713870194408,0.11520020256994809,-3.844621899691031,-0.5688549643295201,-1.579164400474871,-0.652069748271262,-1.5018860402117415,0.4627608182444755,2.1875124702899074,0.37450343202639713,1.9321522207025914,-1.138369511028814,-0.1548262381570681,0.4852783517713671,-1.0001871511449836
E_0008,2024-02-18,CHI,forum,-1.6793746585714704,-3.3261273644732334,-1.7655265460130476,-0.5697414814907092,0.12464412848949959,-0.2976572373902768,-1.9034993025208564,-0.889477240534528,-0.36105813037317835,0.2067841675274073,0.300867731184299,-1.2578393261007437,-1.4827607092293469,-0.1058449181975315,-1.137880190929844,-0.8116098165650893,0.20345874665835673,1.6898154133162013,1.1564080943866162,1.0205734235699562,-0.1684968928727101,0.09777596258538039,0.8419065363151991,-1.5960894963781092,-0.8311790186612639,0.9843034373570198,-1.1842722562141528,-1.2709689486745375,-0.2435250955344911,-0.6319506199425872,1.7802762508623051,-1.2830042098892653,-1.1700915885835375,1.351300795496039,-0.44789964650030145,-0.6941084640652654,1.0283304159265318,1.3447279453633447,0.4776704144466356,0.16614992579640622,-0.10457666405198512,0.5504218332135736,0.8415619403993259,1.2767602302836853,0.9412177565616423,-1.224771067436942,0.12622311168536476,-1.4980996984136299,-0.5139102984664282,-1.534385061308906,1.694477923186429,0.3027647004368008,1.7417745026303593,-1.0999585668937084,-0.234672663081721,0.927655019600816,-0.5059188629544377,1.9033443058433166,0.047655205715451246,-1.388456103092515,-0.6471720830500841,-0.6787669540607271,0.4402894478266975,-0.2449468515457607,-0.6792097139031059,-0.7927144685829113,-0.24235871418092833,-1.4915572247020537,0.7420120783731402,-0.571125039832244,1.1722420222021857,-1.7541466661117757,0.3641360747002848,0.705480594827289,0.2928489124885027,0.1494128794132344,-0.7796253894527353,-0.17017573040881662,0.25252962861143363,-1.5024716563011398,0.6409257302117898,-1.8395619757256523,2.125172276425384,0.5092301168578905,0.3814875435001491,-0.0286124716550794,1.3527514198960449,-0.8334327697509762,-1.9329001672060109,-0.13802647399921036,-0.8185102633099104,1.847772205398784,0.058267416614129396,-0.9091735721443459,-1.019148186009489,-0.566020632731691,-0.9768698453717609,0.9612273247844368,0.6239734614108757,0.3546381644953189
E_0009,2024-05-07,CHI,forum,0.24467430175993607,-0.8650420131710248,2.237983860634809,0.7077906551386913,0.7841404188467036,0.7339450865410415,0.1591976515307674,1.4428838239046398,1.789746646113911,0.9702111194141307,-0.3356568186246371,1.5813976782670907,-1.2880831826248385,1.989599609822525,-0.7177055554244414,0.1755183102623833,-0.9794979282288044,-0.057878971713628574,-0.09743663334280758,-0.006254062288009582,2.289137004457091,-0.7578873542889919,-0.30537940563476385,-0.6985875228807303,0.13718868630999007,0.14026187529032477,0.06966502707668804,-0.07327822552213711,0.4836664644273158,-0.5927141604443392,-0.7037676181917338,0.33874870196393225,-0.01994948649741025,0.08234925213222065,-0.17941596930909032,-0.46387862720877293,0.6539819471882354,-0.48888537848561003,0.42677611379913505,1.2401370815390156,-0.11441783992662374,0.7758591339097806,0.7704673000366558,0.5788166055337918,0.16759562101090997,-1.0614790893758432,0.734030133030622,-1.3174990638261048,-0.5596580158532556,-0.8327708919727133,1.197305380446792,-1.659367576544886,0.28959074268129054,-1.1398480608544486,-0.7993344728686453,-1.1948167694636362,-0.2182251013757294,-0.2848713260661202,-0.7076144669618067,0.0014360140293755827,0.1500134413375472,-0.062110523432401143,-0.5399555690915475,-0.8525675447214058,1.8732367593386934,-2.953137313583758,0.7581643117758357,1.0296771325634413,1.1499690619570555,-0.19797034017810208,1.5281529211401588,0.42922032138884664,0.11207189200924748,0.6368467041754069,-0.10758577246688024,-0.5713807465442877,-0.21732594789490167,-0.5387510309232578,-0.054518760708245885,-0.2669457780617109,-1.0051840196885147,0.13760231520928984,-0.8258013543588651,0.7533292108651762,-0.8162150773267319,-1.2809360962745955,0.10974542961972984,-1.0588019500790324,1.438638084417901,-1.693668313269287,-0.7823858471293319,-0.3734222033494898,-0.6103494165018595,-0.07862888448364812,-0.7427133074459448,-0.8242546185060772,-0.6742420421260505,-1.4185527915800473,-0.3899212540772862,0.1962281768757297
E_0010,2024-10-29,CHI,forum,-0.8306790080994454,0.8960288941648076,-0.739883146180961,-0.3228996008528669,0.8799928047119824,-1.0916549458729377,-0.43124863260371304,0.15643548516893838,-0.5782920781413935,-0.0038852063625193015,-0.3042391210370914,0.4184335404549629,0.6654053324483665,0.211226616077849,0.9624942619624758,-0.6891793226606877,1.508215749458752,0.5556463704037808,-1.0423955360886283,-1.9911565541097,-0.4668604689265074,0.03186876281841122,0.5557011480113383,1.7709800477684345,-0.9465817440780213,0.6667906730661276,-1.0326173372332725,-1.7122628169214131,0.4036364140967354,0.16763383632627338,-0.4471941148687701,1.5386443685562896,-0.04886618068546113,-1.8738572570332672,0.4847872301071134,-0.353584908112129,-0.26343499748839616,-0.7216514652272475,-1.0251965844528412,0.718539316302261,-0.36891859674224103,-0.5993789175984078,-0.1321306568578431,-2.5623788267791867,-1.3164301974562198,1.8215542985207667,-0.005386138089294057,-1.4877496711369964,0.03533872752427693,-0.9741465895115649,-0.7844353165932465,-1.3432630237232939,0.5352010454543769,1.0609310079075218,-1.7226466553472037,1.0027922812554217,-1.905009170270382,1.30847916257909,2.0117823104681882,-0.950452706864314,0.878583447932694,-0.8470875568337364,-1.3849102015293757,0.32401499482422597,-1.9820363520169377,0.6772492224910545,0.9824355130677217,0.3599683026050495,-0.5521115198847474,0.2715671420297868,-0.20650510796951835,0.8753678549996817,0.4021348208063258,1.30424803922839,-1.0135728503753811,1.601869197048917,0.6444456297126615,-0.0387854990194036,2.256894461132372,0.5766730198233762,1.7608268754677578,0.6347789936314425,0.08458873970808989,0.10856309346414163,1.1127073313514764,-2.2698974925217947,2.3371648240160687,0.30619112041073787,-0.7438462613479979,0.11001228566490194,-0.19757861207249156,-0.8844603308121481,0.8642702356400386,0.09087630384838999,0.4761538347775697,0.2760449179535732,-1.7756856940739851,-0.974288401234235,-0.3410564668368707,-0.30924062134833114
