entity,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100
E_0001,0.3093677826036769,-0.6553026888734249,0.8977300211610599,0.6128185401952543,0.8521403405418265,-1.086071335271456,-0.11945626449213884,0.5091819684791229,0.033970981134240165,0.1668901566817621,1.4001791168862565,-0.1298129996384986,-1.6623823780468026,-0.6042539873127142,0.2652175532654263,0.6686026110271404,-0.7302853016937755,1.7963046732459829,-0.11610525660315037,0.7212235509095489,0.35151648235008326,0.8563813065495997,-0.3903168833620514,-0.5716324220795158,-0.015237951434431418,0.02498757351781645,0.09634049700419738,0.9351192858133972,-0.432375997474224,-0.48917878899884776,1.2312282928212601,1.274695832590942,-1.2453164999151631,-0.19778575286239808,-0.06700781086240916,-0.8471492141167863,-1.3874247560777142,-0.059451296263342605,0.5868077200129945,-0.9537990533606563,-1.6436166212076153,-0.9745716183691061,-0.3552854223054646,1.0780607965254128,-0.36636232638535837,0.7096796270117042,-0.009655168925416915,-0.07595796378013472,0.6966919136902391,-1.1776468776136086,1.0771989078141815,0.00976321450754726,-0.43167769870322326,0.19917433323657588,0.6655420226900959,-0.1389840175856222,-0.5845940572202244,0.46026988806029817,0.03084825262803195,-0.019652588554130226,-1.793892405813831,-1.7124530628574774,-0.7055257984218146,-0.5387043368198562,-0.30486494479563225,0.5892068898990566,-0.3795907630744645,-0.9745875713605994,0.5494576548765517,1.0934300561927874,1.3223706295853503,-1.6459544884502884,-0.24838358523940135,1.0279055986810788,0.7285880237951413,-0.47067874845475005,0.732528486768414,-0.941595839598257,-0.1678714780946656,1.3475512695902985,-0.15463119695469518,0.8761512616755303,0.0942440968641618,-1.1381340281618053,-0.39238475806422457,-1.240828670336033,-0.7299821879566527,-0.19050653748298935,-0.31115109830271803,-0.35456279210812114,1.9740580127398655,-1.7859727837070793,-0.40310838884026895,1.1945138369446315,1.9545483589485317,-1.0088888586172053,1.500896801154365,-1.7649535914638717,0.6673785397224755,-0.688640250649803
E_0002,-0.3192366358126064,-1.5061440303860347,-0.05571385523557471,1.2753689843865597,2.0282151668837427,-1.9080677431041773,1.7162988629297469,1.063115656111167,-0.20849124159345425,-0.4825131689714002,0.5206390782267488,0.24983896863699376,1.2739127089381634,0.9514708345962097,0.7393061839222986,0.6062738680923345,0.2974984780373016,-0.8087845420870303,-0.334596541302308,1.6422075046023996,0.6310225292090276,0.3954273433059598,-0.30463837851615355,0.8235003566517262,1.4059728200734225,-1.0625502686515895,0.4791812840020153,0.02263509414533374,-0.14610682681267176,-0.7415404181060515,-0.6425207801635032,0.9875509094743867,1.5826644961019527,-2.011875660272148,-0.2892591520398265,-0.3719545446495824,-1.7021005371623796,-0.8755767113304169,-0.7773517591815093,-1.6463773487543663,-1.9682562210127177,0.09385462881152738,-0.5875544522004631,1.579346087417379,0.5277076125736756,-1.5824177476931616,0.02265487131145416,-0.6800688651693825,1.0208550995189019,-0.4268025965001896,-0.4265488612938983,0.5509100895724831,-0.25051467266259675,-0.14044315222628648,1.840255472383457,-0.6656016823778704,-0.4701428364161986,-1.0505057813025096,0.15618376716035148,0.6264556627811847,-1.1467878271606808,-0.5453705290894758,-1.0680881778937166,1.7098725854501693,1.555974994602115,0.4008913173548621,1.735622440480813,-0.005853668203183846,1.4907026282273497,-0.7561501398021511,0.4870603282007056,-0.4785466369025275,0.29657302682920106,0.036360400453609394,-1.3334373520299447,-0.5581068167168285,0.1710073737179111,0.06065934550140563,0.8516328522006293,-0.7008536250314864,1.9773718060216978,0.6982137643481275,3.274823326744653,-0.7723797977029639,0.42537688376502925,2.2211558616165803,-0.472329311511962,-0.9709058156769154,-1.0326120519499544,-1.1884915327918253,1.3018202501306173,-0.35261778819800926,-2.518842968938709,-0.06912086652199086,0.8072473670500906,-1.688058503777213,0.5712283775930436,-2.4014586411912497,0.5050942133331195,-0.6557601601223677
E_0003,-1.1124860307688087,-0.9957555083708773,-0.012186868902030025,0.6625441560655567,-0.3560774270113573,-1.036283717658101,-1.9826512442035806,0.2834414926187458,0.3286666383278999,-0.38982834361838914,-0.0934680231215203,-0.9228897205695358,-0.11837808099387089,-0.05389931468703634,-0.31729950863804635,-0.8170559183312706,-0.2284203405306613,1.4209780895799649,-0.5575748268478941,0.6440834470529367,1.0001502569386678,-0.6815390368508798,-0.01391190385689597,-0.20350526426392004,0.7756464793563083,-2.398417424100998e-5,-0.42022981497475376,0.18487701706385026,-0.850032573464532,0.2334081802758038,-1.027608325089738,-0.4751515236172353,-1.1638088899684833,0.7454546052484466,0.839883834549526,-0.41567005615642766,-1.2020656560554004,0.43111843800714633,2.2419036933126266,2.7139533655050605,-1.8584204194700493,-0.357658497309551,1.3178717215077747,0.0018080587200688858,1.1013658031715325,-0.26900488759750263,0.587943415651351,0.23689534274427043,3.1967333643505467,0.5090428341012089,-0.9668446702500803,-0.5647078291309453,0.5544526230443781,-1.7623845190568124,-2.7669631581183607,-0.9654700138370775,-0.25264166572960184,0.11177001986221946,-1.1041992490905754,-0.13943150198634824,-1.344039528908075,-1.0387998925417794,1.616973640842839,-0.8611175010139267,-0.24272851184258357,-0.3904097822277059,0.4818980373754846,2.0068408906285193,0.0701185874511419,1.9157081704504266,1.1800577568394166,-0.8294716772206567,0.5635675394493868,1.0847034841112284,-1.573693744839739,0.19230855104797032,-0.15679031695223647,0.9466515408280373,0.5894685053759643,-0.47102703019329695,0.5588482040938599,-1.5373547697687295,0.8362912508944302,-1.7546816405109162,0.648093446176821,0.535089539580723,1.574766080865438,0.05163924189457825,-1.206003150584656,-2.080104483504314,0.596901112456647,0.21756943218993804,-0.3958932111217152,-0.03116976720828728,-0.6369389956076281,-0.9778154134397281,-2.220163784597963,-1.7578504281179226,-0.20034739690528008,1.3604360980676773
E_0004,2.232555480472746,1.6994268611219445,0.5594366332492857,0.9809567564454765,-0.15270653034804407,-0.18990065743194146,-1.4384390693170424,-0.7197514928827539,-0.1924675031907539,-0.7566343280343352,1.4498131181187661,-0.950505795237913,0.6314655692942462,0.04340762443759377,-0.22841446438916907,0.8373222593909847,0.6337496587002716,-1.0522106593074545,-0.046734287004236895,0.8051458230874236,-0.08907124370377928,2.7921982045006426,-2.0347531835993378,1.1697187826266704,-0.22979815666057374,0.2297321541268699,0.36867175527411145,0.6326251542737138,-0.5504341430028605,0.5022156834405548,-1.6196755820157442,0.8324685134972658,-0.4800535853826611,-2.2510504156188307,-2.1732156467803483,0.39644885841474714,2.2018808541210717,0.6553179559473843,1.1307847945282836,0.5778853984503365,-0.9081710142413888,1.1341702094749428,0.8334595668056133,0.12839204924094264,1.3870770075799148,0.7518916946103025,-0.46483951892155234,0.300815689964154,-1.2873037051771334,0.49153440077692395,-0.3446541570793452,0.24110304505145022,0.11712965669386254,0.6367728202048951,-0.5842548702689849,1.2459075897632583,-0.45668969142155974,0.6282825138400103,0.9062705362556708,-0.8902075597653044,-0.8179002098257354,0.985468469933598,-1.0137350300935948,-0.5036816052690409,0.27660000271644436,-0.654563873600952,-1.6605281185513865,0.7735656172164015,-1.8901019260851948,-1.5139669479137472,-2.9937018436294918,0.6763117409471707,0.09970210721718026,0.06468840464325189,0.8338794744152065,0.16816969357291361,-1.1055759057000272,0.6533047797945162,1.4745822596455165,-0.4340167755205231,-1.0752579344125712,-0.31341235555249175,-1.1535384620075815,0.8847238059829261,-0.4120533764519939,1.2137668026182125,0.3085036915237149,0.9733767039237249,0.0864891887329288,-0.8875936803813892,0.8804616866818096,-0.1455746520258309,-1.8453331060599958,1.0658053887036287,0.3047378640759073,0.22232641790193922,-0.4488157842036105,-1.0774701655460384,0.988266111621492,-0.9507576338664521
E_0005,-1.5151411872864506,0.9121132851543895,-0.593125173741208,-0.10551624399247549,0.507089559118118,-1.0323230271613453,1.1979602931302262,-0.25324978930037095,0.9097789366965532,-0.6596577809582093,-1.2457065385228192,0.13567497379981078,-0.4164531234985745,-0.0949417322390697,-0.694698538472338,-1.0303017334611835,0.47020196006622167,-0.08282912072414478,-1.1281939120357096,-0.7489929230154145,-1.011409298816433,-2.7230404259148715,0.18363936254225227,0.5856908870507503,0.4332440334265012,-0.16861928096185994,-2.6290994376384926,-0.5246309702370444,-0.6211447782113849,-0.4205924756206666,-1.2731500603433579,-0.8333988732283142,0.6198231488760557,-0.4969658736327514,-0.6423116525011816,1.5740508794758785,-0.2526784690692032,-0.5025027618413807,0.747286696165738,-0.5445377392567939,1.4554889428079645,-0.11795775738145052,-0.4531648773239561,-1.1699442531579265,-0.11970709983042013,1.0018352405800517,-0.5728336991822339,0.531745940456228,0.5255887171425313,1.2173938315617905,0.7287572082497574,-0.9902670624520933,-0.8150157070688572,-1.0132764511641472,-0.16226111933851212,-0.12844996133855527,0.23765946886297054,-0.4868530169515139,-0.053399180439439566,0.22182290034763838,0.16089317739806833,-0.65265405630963,1.1028032730471755,0.06254729042166549,-1.0692947850962264,1.7642367685020337,-1.376004890019004,-1.3742626362635726,-2.1157536977336617,0.17964056033667378,-0.2330733327148016,-0.6282504437229877,0.22418816301573233,-0.3525884780464099,-1.620806497911127,-1.9174224873908077,-0.3406999182309817,0.14396875356845876,-2.2240765368228184,0.042767804378617914,0.19011208774180377,1.3223634788753729,-0.16891399330443363,0.5282407938546612,1.825755055715431,-0.06340051310642193,-1.2524002156502585,0.004919867144761569,1.292240017802486,-0.8947631113067943,-0.4814314930957716,-1.0925884075734456,-0.9726103159335683,0.03395321959579024,1.5914927392704508,-1.7955771516242773,-0.07834091123621782,-0.7315001267350023,0.8912989230111568,-0.08845312303538651
E_0006,-0.25335522763764873,1.0361380662526367,-0.04168856484389587,-0.1621174265937858,-0.8772439085208176,0.5467081676350938,-1.2249252674026372,0.06961735725302019,0.20027186856659845,-0.3055581142969524,-0.8930713849611011,0.1990890464378274,0.4167557130578412,1.6019500796363841,0.7736659776208622,0.2721664933551862,0.8526174486362704,-0.7925540910932534,0.11850365628816284,-1.481059918584892,-2.5019957868513414,-1.6430279817290672,0.5220201538961738,-0.8654287657197131,0.8204268417425078,0.9702199116222004,-0.6402028969715835,-0.1148763425314206,-2.4993847996438996,0.5118239150187894,-0.5809550291162047,0.6535961033813534,1.2589413551018587,0.33717452319445484,-1.8710417399771835,1.7853704645295467,0.7462881810361094,-0.020285403573522792,-2.206484593209621,-0.8285415424031869,0.08557174275813631,0.4345152397420739,-1.1069250418039485,3.1702320280858682,-2.791324072754267,-0.6524299843104749,-0.18519548868978117,-0.8290330315604856,-0.03276677674694167,0.7410151388620464,-1.1966694054676648,-2.0179219002043083,0.2876776432879335,-0.956114159747258,-0.14989101438058924,0.8164195196330218,-0.4408908943185853,-0.10497583782203157,-1.1902954181706311,-1.4553823595130286,0.635961729003839,-0.10258909328071532,0.8962098860198532,-0.859667543233137,0.10642589200723455,-0.6178919811822146,-0.8729618015090719,-0.19114752596048473,-0.16560327901189703,-0.818833140094024,-0.8971453405510303,-1.468305116636118,0.9005733628302677,1.3133564325457092,-1.0582415570767112,0.6518142560985668,-0.2555814230995216,-0.9535604582643027,0.34471991393114854,-0.26897982654154434,-0.2669563912214324,-0.19503482358141333,1.2342170855814625,-0.24410559915032976,1.044760676847999,0.23563091972675065,-0.050810132335586365,0.38789603837057174,0.03590430219859699,-0.2201599047221168,1.3420723237422962,1.0325468630569885,-0.48201118238916263,1.8967463976486247,-0.042715617074322434,-0.13382354279794045,1.6582679021588624,-0.010840019324506355,-0.25542920870816144,-0.3969604078204002
E_0007,-0.799750926350094,-0.4006359447244327,0.26639031502683796,-0.43474714985580726,-1.0737421637554876,0.40141071721907656,1.585953221327048,-1.1154161592050624,-1.4273633474283993,2.053671804979794,0.08076520359631469,-0.040042907543550166,0.8408053470066779,0.7194644583016299,-0.5777493298495928,0.6031423478052522,-0.05175501655511619,0.9157536013032127,-0.41991403928819243,0.5670975956616302,0.306816683165878,0.07179696766727003,0.9177829975983118,3.52955356390255,0.7945745694742173,0.6552102290956072,1.03715471907084,-0.3977206801135418,0.12507387864854722,-2.884586040003946,0.5344088806891512,-0.17575770760972506,0.09237107227364477,-1.5684855374738509,-0.5567434911772736,0.48704675003530196,1.546316812250028,-0.4353819727473354,1.1154542774799603,-0.9156766001842042,-0.17866546301532346,0.8176119112892599,0.09910738101354893,-0.7333956300909281,0.9957365826989786,-0.34344421262677327,-1.498862144402699,0.25128540736810784,0.5066028661505965,1.0525187950097223,-0.70982240500949,0.031319709751975205,-1.9321680510196912,0.47484683887953216,2.3771284688171,1.4710346403511565,1.0455707826449632,0.09904141546302515,0.8025837304694018,-0.6727139498503653,0.389440264471517,1.2316805975891245,-0.8389336671017912,-1.9350739766297593,-1.4449185514632217,-0.7405522622401755,0.8548463223095122,-0.5700593609797808,-1.120007675479995,0.7482353033949566,-2.0204715799001973,0.5918352271446823,1.5367140517399043,0.45633112153779254,1.2370133267159034,1.3284173406758533,-1.167835227473447,-1.5164551188816875,-1.0508550852010818,0.20082054715276546,-0.07914685785033047,1.2532284154713793,1.0334929884684472,0.9422224450394846,-0.40860231054465207,0.1608778459538004,-0.8593506206371099,-0.7960209768319287,1.9131267202655637,2.414287400607431,1.7915724281912617,-1.800213707446677,-1.1410130098310618,0.9928636263264408,-1.2154706861856066,-0.10520089423103789,0.5039741472405641,1.906236166628465,2.7297092398561467,0.4508302830082562
E_0008,1.5438364851382278,-0.3235108598060926,-0.032897181839932746,-3.810241260146983,1.5541848245070438,0.25454566261212497,0.9989649150115845,-0.7511597771634971,-1.7575326907243431,1.6365761391335847,0.9421887302797607,3.427751863698007,-0.10796296504722173,1.752787823864186,0.050750935778835764,-0.8980114353178119,-0.6220177984468718,1.8262509300696783,1.3311424996509253,0.23146584891283595,-0.8405788973703425,2.689135982820174,-1.3437248610610473,-0.17601964214354254,1.4178484730210588,0.26095581449043237,1.6334769826460478,0.023388437597773,-1.5231952990570026,0.21645529217905454,-0.454623013806443,-2.8835619583102976,-0.7653665727669943,0.8411157914431151,-0.13823355365653425,-0.8806197728724469,0.6959651936655187,-0.3668301144825067,0.628803235377605,-1.1846025327327352,-1.2184365118549965,-2.0161194621208134,-1.2231388693759253,-0.24089632314494183,1.8527441660347546,-0.0022192910875923084,1.5195212487585978,1.9328485949828489,-0.6176771425258756,0.35598077768138625,-0.6810379221484768,0.8422260590820583,-0.9196981482025575,-1.4621442283595565,1.3759676527740117,0.2852056782076164,0.0010207654746201124,-0.2852161029223363,-0.5335991363273891,-0.4599971804495932,0.2018428105396155,0.3116125502048725,-1.4180034822608363,-0.2367548774214689,-1.4952619605235002,-1.0468765184549151,-1.480097731665966,-2.6932934853839585,0.414621964957164,1.099871499018829,-0.41970937329153624,-0.9476807491923737,0.6223534694411951,-0.2569774273757652,0.18375182757897662,0.6147618392907155,0.004837943724099429,0.8777510066730773,-0.18698142042822474,-0.3799644218572877,0.27441768120270615,1.7124119988353972,-1.4768441602938736,0.8736344909240301,0.12848579248052938,-0.05592773859896506,-1.3969751972247475,-0.7941133850408623,-1.5970945377107117,0.726640093912902,0.07936654041352591,-0.7367819295548135,0.7155423897025145,-0.24145812969127167,1.1691694159923722,-0.00495705506869104,-1.1008935777912976,0.2402078530893919,0.03750975585964198,0.24182730423110452
E_0009,-0.8536228001078988,-2.024545988851787,-0.9693371505796309,-0.9404786824875339,0.5436836371338549,-0.38690627001244154,-0.6553499517546234,0.8835953574763622,-0.319084349683355,-0.7156403132479875,-0.41809982909324755,-0.6090412334266136,-0.5529020516744781,0.09613616598231259,-0.7822109746909702,0.10397984326480651,-0.3702082402766549,-1.4081114849412146,0.34067816217067004,0.05314818490615872,1.6123603522283063,-0.313701293242866,0.2348172635802598,2.346532959615639,0.5352359542452942,-1.1265222452432173,-0.6030752697127088,0.8425336635030813,0.29234125635367747,0.39295876510744476,0.05428993928019626,-0.9349139059194069,1.0527595405031565,0.9038758806303784,-1.107217106746838,0.4224613714255622,0.4825692128129385,0.6928391664196403,0.1496290344374371,-1.0005005041625417,0.8697844624486775,0.3262015035261443,0.4524555701635779,1.6581639477749925,-1.2776557899240413,1.29257841440514,1.199015635872106,-0.39617258626006446,-0.14825841287026723,-0.6709927455340603,-0.7611160952428575,0.5325617995783688,-1.6222339600538211,-0.998891895872889,0.11139209135447926,-0.18523596121298666,0.2712805913471656,0.8743959626570631,0.3527130311733936,-0.5104755478679956,-0.7850820333790328,0.3470739743288384,0.2813238214373251,0.3158199780041306,-1.478492497172214,0.9165059251006404,0.11943503711149527,0.32871946836241306,-1.1221812519969745,-2.0993289200988867,-0.523611222262453,-0.7137769014690544,1.2222838454579734,0.17351113457485082,-0.1439418497876277,0.792220731271621,0.6203465265802441,0.7724474896019089,2.1927517513253436,0.338139269614885,0.8615911944938995,0.2702813447845288,-1.2804511377758228,-1.666235975654147,0.13714934735296938,-0.4254080996944421,1.124788678048935,1.3760739452125743,-0.41744488592194673,0.27309253976059944,-1.9373736851816572,-0.1505832944746299,-0.39124641830079476,0.6027981588453787,0.718869691560306,0.3108146757438494,0.7812940460636809,-0.4209522556897489,1.0186473563920562,1.7201996004924238
E_0010,0.21029669176393706,1.7161611812266806,-1.6482683938426066,1.582531102843325,0.43834075025133507,-1.781885957934963,-0.7537214291121882,0.21273420903692405,-0.6975729748859696,-1.1186719511758436,0.5993166647067916,-0.5217952304653882,0.0033980781496758122,-2.348822320567533,-0.021322752674440417,0.2763401119944155,0.2978010240712515,1.9113776013688546,0.05384764558713732,0.45470935849093175,-1.4132939601093124,-0.48038022642280165,0.6333897737435363,-0.7470348973146088,-0.915447000616401,-0.4702988181500649,-1.078405423980013,0.22239764037657497,1.8641439961187838,1.3841043200330512,-2.7479042260307693,1.9509982945764235,0.48299661545431744,-0.3423546016689822,-1.8482092455444354,0.50917216305862,0.23805117087692154,1.1113051684722484,-0.060315553702502335,0.6224366303316534,2.520639455792386,-1.9749320145054854,-0.7518835971688399,0.37129167536704,0.13478499565677596,0.29020749729011047,-0.12213837725885346,1.3588621028544106,-2.0883016233524088,-0.9165813393181963,-0.042037780496892475,0.10841405615390894,0.2937488645310586,0.07943486021116002,-0.5809361514196066,-0.16098709904110736,-0.06416729626331238,0.5215956150785411,0.3554914348969339,1.7021128767368559,-0.24970618347013043,0.009080498339571056,-0.1407635414032083,-0.6078237342233874,1.0840345324697238,-1.352006176091549,0.10085787819021642,0.8229663664990079,-0.9972672493525109,1.3400957761018635,0.9829014970502346,1.667923882821978,-0.5713075291113415,0.5104736104297352,-1.5477377908814662,-0.9949359572538333,1.7641481221801314,-0.060128833411425185,-1.0634412219766185,-0.41569082623019327,1.3001048417373195,-1.6007711145747006,-0.536960880948399,0.21572033640730423,1.9595388768670765,-0.03381698235961529,0.4562696037318729,-0.8564293097010502,-0.3916647923073066,-2.1191555145213834,-0.19281302910957518,-0.1960017922904639,-0.47318850543024277,1.2185590613872423,0.06931850468912384,-0.1615042988185737,-0.32615307531277216,-1.4412124530079922,-1.5888431002954988,0.33127151724006937
